Ticket_ID,Horas,Minutos,Duracion
Cliente 1_16,16,0.25,1482.0
Cliente 2_16,16,0.26666666666666666,1900.0
Cliente 3_16,16,0.26666666666666666,1636.0
Cliente 4_16,16,0.4166666666666667,1749.0
Cliente 5_16,16,0.5833333333333334,1432.0
Cliente 6_16,16,0.5833333333333334,1687.0
Cliente 7_16,16,1.3166666666666667,1866.0
Cliente 8_16,16,1.3166666666666667,1826.0
Cliente 9_16,16,1.75,1967.0
Cliente 10_16,16,1.95,1887.0
Cliente 11_16,16,1.9666666666666666,1582.0
Cliente 12_16,16,2.3,1657.0
Cliente 13_16,16,2.433333333333333,1595.0
Cliente 14_16,16,4.166666666666667,1389.0
Cliente 15_16,16,4.7,1251.0
Cliente 16_16,16,4.8,1092.0
Cliente 17_16,16,4.983333333333333,1099.0
Cliente 18_16,16,5.25,966.0
Cliente 19_16,16,5.55,1033.0
Cliente 20_16,16,5.733333333333333,1388.0
Cliente 21_16,16,6.183333333333334,1643.0
Cliente 22_16,16,6.333333333333333,466.0
Cliente 23_16,16,6.566666666666666,1939.0
Cliente 24_16,16,6.566666666666666,1748.0
Cliente 25_16,16,6.816666666666666,1951.0
Cliente 26_16,16,7.266666666666667,783.0
Cliente 27_16,16,7.55,1811.0
Cliente 28_16,16,7.75,320.0
Cliente 29_16,16,7.85,1516.0
Cliente 30_16,16,8.6,1324.0
Cliente 31_16,16,8.633333333333333,611.0
Cliente 32_16,16,8.75,1011.0
Cliente 33_16,16,9.2,628.0
Cliente 34_16,16,9.516666666666667,1874.0
Cliente 35_16,16,9.633333333333333,1353.0
Cliente 36_16,16,9.766666666666667,1902.0
Cliente 37_16,16,10.366666666666667,1519.0
Cliente 38_16,16,10.666666666666666,1332.0
Cliente 39_16,16,10.7,1086.0
Cliente 40_16,16,10.733333333333333,1583.0
Cliente 41_16,16,11.133333333333333,1539.0
Cliente 42_16,16,11.266666666666667,1339.0
Cliente 43_16,16,11.733333333333333,1079.0
Cliente 44_16,16,11.75,1491.0
Cliente 45_16,16,11.883333333333333,1507.0
Cliente 46_16,16,11.9,566.0
Cliente 47_16,16,11.966666666666667,1754.0
Cliente 48_16,16,13.016666666666667,1481.0
Cliente 49_16,16,13.083333333333334,655.0
Cliente 50_16,16,13.333333333333334,2164.0
Cliente 51_16,16,13.883333333333333,1301.0
Cliente 52_16,16,14.516666666666667,1277.0
Cliente 53_16,16,15.1,738.0
Cliente 54_16,16,15.166666666666666,1580.0
Cliente 55_16,16,15.2,584.0
Cliente 56_16,16,16.083333333333332,1287.0
Cliente 57_16,16,16.233333333333334,609.0
Cliente 58_16,16,16.516666666666666,1507.0
Cliente 59_16,16,16.866666666666667,668.0
Cliente 60_16,16,17.016666666666666,1426.0
Cliente 61_16,16,17.25,1077.0
Cliente 62_16,16,17.466666666666665,1489.0
Cliente 63_16,16,17.533333333333335,1145.0
Cliente 64_16,16,18.266666666666666,1207.0
Cliente 65_16,16,18.7,898.0
Cliente 66_16,16,18.816666666666666,1862.0
Cliente 67_16,16,19.066666666666666,1209.0
Cliente 68_16,16,19.1,1612.0
Cliente 69_16,16,19.183333333333334,451.0
Cliente 70_16,16,19.983333333333334,927.0
Cliente 71_16,16,20.866666666666667,794.0
Cliente 72_16,16,21.15,794.0
Cliente 73_16,16,21.2,794.0
Cliente 74_16,16,21.283333333333335,889.0
Cliente 75_16,16,21.4,794.0
Cliente 76_16,16,21.616666666666667,794.0
Cliente 77_16,16,21.633333333333333,794.0
Cliente 78_16,16,21.916666666666668,794.0
Cliente 79_16,16,22.033333333333335,794.0
Cliente 80_16,16,22.333333333333332,794.0
Cliente 81_16,16,22.35,794.0
Cliente 82_16,16,22.783333333333335,794.0
Cliente 83_16,16,23.45,794.0
Cliente 84_16,16,23.95,794.0
Cliente 85_16,16,24.6,794.0
Cliente 86_16,16,24.683333333333334,794.0
Cliente 87_16,16,24.95,794.0
Cliente 88_16,16,25.7,794.0
Cliente 89_16,16,26.116666666666667,794.0
Cliente 90_16,16,26.55,794.0
Cliente 91_16,16,26.816666666666666,794.0
Cliente 92_16,16,26.883333333333333,794.0
Cliente 93_16,16,27.216666666666665,794.0
Cliente 94_16,16,27.5,794.0
Cliente 95_16,16,27.516666666666666,794.0
Cliente 96_16,16,27.883333333333333,794.0
Cliente 97_16,16,28.116666666666667,794.0
Cliente 98_16,16,28.483333333333334,794.0
Cliente 99_16,16,28.516666666666666,794.0
Cliente 100_16,16,28.683333333333334,794.0
Cliente 101_16,16,28.7,794.0
Cliente 102_16,16,29.066666666666666,794.0
Cliente 103_16,16,30.45,794.0
Cliente 104_16,16,30.516666666666666,794.0
Cliente 105_16,16,32.0,794.0
Cliente 106_16,16,32.13333333333333,794.0
Cliente 107_16,16,33.3,794.0
Cliente 108_16,16,33.31666666666667,794.0
Cliente 109_16,16,33.43333333333333,794.0
Cliente 110_16,16,33.65,794.0
Cliente 111_16,16,33.78333333333333,794.0
Cliente 112_16,16,34.38333333333333,794.0
Cliente 113_16,16,34.78333333333333,794.0
Cliente 114_16,16,35.016666666666666,794.0
Cliente 115_16,16,35.15,794.0
Cliente 116_16,16,35.2,794.0
Cliente 117_16,16,35.38333333333333,794.0
Cliente 118_16,16,35.516666666666666,794.0
Cliente 119_16,16,37.15,794.0
Cliente 120_16,16,37.516666666666666,794.0
Cliente 121_16,16,37.63333333333333,794.0
Cliente 122_16,16,38.18333333333333,794.0
Cliente 123_16,16,38.483333333333334,794.0
Cliente 124_16,16,39.233333333333334,794.0
Cliente 125_16,16,39.666666666666664,794.0
Cliente 126_16,16,40.31666666666667,794.0
Cliente 127_16,16,40.333333333333336,794.0
Cliente 128_16,16,40.416666666666664,794.0
Cliente 129_16,16,40.516666666666666,794.0
Cliente 130_16,16,40.516666666666666,794.0
Cliente 131_16,16,40.78333333333333,794.0
Cliente 132_16,16,40.983333333333334,794.0
Cliente 133_16,16,41.516666666666666,794.0
Cliente 134_16,16,41.766666666666666,794.0
Cliente 135_16,16,41.86666666666667,794.0
Cliente 136_16,16,41.95,794.0
Cliente 137_16,16,42.166666666666664,794.0
Cliente 138_16,16,42.35,794.0
Cliente 139_16,16,43.21666666666667,794.0
Cliente 140_16,16,43.733333333333334,794.0
Cliente 141_16,16,43.93333333333333,794.0
Cliente 142_16,16,44.266666666666666,794.0
Cliente 143_16,16,44.36666666666667,794.0
Cliente 144_16,16,45.083333333333336,794.0
Cliente 145_16,16,45.416666666666664,794.0
Cliente 146_16,16,45.583333333333336,794.0
Cliente 147_16,16,45.65,794.0
