,Ticket_ID,Horas,Minutos,Duracion
0,Cliente 1_16,16,0.0,540.0
1,Cliente 2_16,16,1.0,540.0
2,Cliente 3_16,16,1.0,540.0
3,Cliente 4_16,16,1.0,540.0
4,Cliente 5_16,16,2.0,540.0
5,Cliente 6_16,16,2.0,540.0
6,Cliente 7_16,16,2.0,540.0
7,Cliente 8_16,16,2.0,540.0
8,Cliente 9_16,16,3.0,540.0
9,Cliente 10_16,16,3.0,540.0
10,Cliente 11_16,16,3.0,540.0
11,Cliente 12_16,16,3.0,540.0
12,Cliente 13_16,16,3.0,540.0
13,Cliente 14_16,16,3.0,540.0
14,Cliente 15_16,16,4.0,540.0
15,Cliente 16_16,16,4.0,540.0
16,Cliente 17_16,16,4.0,540.0
17,Cliente 18_16,16,5.0,540.0
18,Cliente 19_16,16,5.0,540.0
19,Cliente 20_16,16,5.0,540.0
20,Cliente 21_16,16,5.0,540.0
21,Cliente 22_16,16,6.0,540.0
22,Cliente 23_16,16,6.0,540.0
23,Cliente 24_16,16,6.0,540.0
24,Cliente 25_16,16,7.0,540.0
25,Cliente 26_16,16,7.0,540.0
26,Cliente 27_16,16,7.0,540.0
27,Cliente 28_16,16,7.0,540.0
28,Cliente 29_16,16,7.0,540.0
29,Cliente 30_16,16,8.0,540.0
30,Cliente 31_16,16,8.0,540.0
31,Cliente 32_16,16,8.0,540.0
32,Cliente 33_16,16,8.0,540.0
33,Cliente 34_16,16,9.0,540.0
34,Cliente 35_16,16,9.0,540.0
35,Cliente 36_16,16,9.0,540.0
36,Cliente 37_16,16,9.0,540.0
37,Cliente 38_16,16,9.0,540.0
38,Cliente 39_16,16,10.0,540.0
39,Cliente 40_16,16,10.0,540.0
40,Cliente 41_16,16,10.0,540.0
41,Cliente 42_16,16,11.0,540.0
42,Cliente 43_16,16,11.0,540.0
43,Cliente 44_16,16,11.0,540.0
44,Cliente 45_16,16,11.0,540.0
45,Cliente 46_16,16,11.0,540.0
46,Cliente 47_16,16,11.0,540.0
47,Cliente 48_16,16,11.0,540.0
48,Cliente 49_16,16,11.0,540.0
49,Cliente 50_16,16,11.0,540.0
50,Cliente 51_16,16,12.0,540.0
51,Cliente 52_16,16,12.0,540.0
52,Cliente 53_16,16,12.0,540.0
53,Cliente 54_16,16,12.0,540.0
54,Cliente 55_16,16,12.0,540.0
55,Cliente 56_16,16,12.0,540.0
56,Cliente 57_16,16,12.0,540.0
57,Cliente 58_16,16,13.0,540.0
58,Cliente 59_16,16,13.0,540.0
59,Cliente 60_16,16,13.0,540.0
60,Cliente 61_16,16,14.0,540.0
61,Cliente 62_16,16,14.0,540.0
62,Cliente 63_16,16,14.0,540.0
63,Cliente 64_16,16,14.0,540.0
64,Cliente 65_16,16,14.0,540.0
65,Cliente 66_16,16,14.0,540.0
66,Cliente 67_16,16,14.0,540.0
67,Cliente 68_16,16,14.0,540.0
68,Cliente 69_16,16,14.0,540.0
69,Cliente 70_16,16,15.0,540.0
70,Cliente 71_16,16,15.0,540.0
71,Cliente 72_16,16,15.0,540.0
72,Cliente 73_16,16,15.0,540.0
73,Cliente 74_16,16,15.0,540.0
74,Cliente 75_16,16,15.0,540.0
75,Cliente 76_16,16,16.0,540.0
76,Cliente 77_16,16,16.0,540.0
77,Cliente 78_16,16,17.0,540.0
78,Cliente 79_16,16,17.0,540.0
79,Cliente 80_16,16,18.0,540.0
80,Cliente 81_16,16,18.0,540.0
81,Cliente 82_16,16,18.0,540.0
82,Cliente 83_16,16,18.0,540.0
83,Cliente 84_16,16,18.0,540.0
84,Cliente 85_16,16,19.0,540.0
85,Cliente 86_16,16,19.0,540.0
86,Cliente 87_16,16,19.0,540.0
87,Cliente 88_16,16,19.0,540.0
88,Cliente 89_16,16,20.0,540.0
89,Cliente 90_16,16,20.0,540.0
90,Cliente 91_16,16,20.0,540.0
91,Cliente 92_16,16,20.0,540.0
92,Cliente 93_16,16,21.0,540.0
93,Cliente 94_16,16,22.0,540.0
94,Cliente 95_16,16,22.0,540.0
95,Cliente 96_16,16,22.0,540.0
96,Cliente 97_16,16,22.0,540.0
97,Cliente 98_16,16,23.0,540.0
98,Cliente 99_16,16,23.0,540.0
99,Cliente 100_16,16,24.0,540.0
100,Cliente 101_16,16,24.0,540.0
101,Cliente 102_16,16,24.0,540.0
102,Cliente 103_16,16,25.0,540.0
103,Cliente 104_16,16,25.0,540.0
104,Cliente 105_16,16,25.0,540.0
105,Cliente 106_16,16,26.0,540.0
106,Cliente 107_16,16,26.0,540.0
107,Cliente 108_16,16,26.0,540.0
108,Cliente 109_16,16,26.0,540.0
109,Cliente 110_16,16,27.0,540.0
110,Cliente 111_16,16,27.0,540.0
111,Cliente 112_16,16,27.0,540.0
112,Cliente 113_16,16,27.0,540.0
113,Cliente 114_16,16,27.0,540.0
114,Cliente 115_16,16,28.0,540.0
115,Cliente 116_16,16,28.0,540.0
116,Cliente 117_16,16,28.0,540.0
117,Cliente 118_16,16,29.0,540.0
118,Cliente 119_16,16,29.0,540.0
119,Cliente 120_16,16,29.0,540.0
120,Cliente 121_16,16,30.0,540.0
121,Cliente 122_16,16,30.0,540.0
122,Cliente 123_16,16,30.0,540.0
123,Cliente 124_16,16,31.0,540.0
124,Cliente 125_16,16,31.0,540.0
125,Cliente 126_16,16,31.0,540.0
126,Cliente 127_16,16,31.0,540.0
127,Cliente 128_16,16,31.0,540.0
128,Cliente 129_16,16,31.0,540.0
129,Cliente 130_16,16,31.0,540.0
130,Cliente 131_16,16,31.0,540.0
131,Cliente 132_16,16,32.0,540.0
132,Cliente 133_16,16,32.0,540.0
133,Cliente 134_16,16,33.0,540.0
134,Cliente 135_16,16,33.0,540.0
135,Cliente 136_16,16,33.0,540.0
136,Cliente 137_16,16,34.0,540.0
137,Cliente 138_16,16,34.0,540.0
138,Cliente 139_16,16,34.0,540.0
139,Cliente 140_16,16,34.0,540.0
140,Cliente 141_16,16,34.0,540.0
141,Cliente 142_16,16,34.0,540.0
142,Cliente 143_16,16,34.0,540.0
143,Cliente 144_16,16,34.0,540.0
144,Cliente 145_16,16,35.0,540.0
145,Cliente 146_16,16,35.0,540.0
146,Cliente 147_16,16,35.0,540.0
147,Cliente 148_16,16,35.0,540.0
148,Cliente 149_16,16,35.0,540.0
149,Cliente 150_16,16,36.0,540.0
150,Cliente 151_16,16,36.0,540.0
151,Cliente 152_16,16,37.0,540.0
152,Cliente 153_16,16,37.0,540.0
153,Cliente 154_16,16,37.0,540.0
154,Cliente 155_16,16,37.0,540.0
155,Cliente 156_16,16,38.0,540.0
156,Cliente 157_16,16,38.0,540.0
157,Cliente 158_16,16,38.0,540.0
158,Cliente 159_16,16,38.0,540.0
159,Cliente 160_16,16,39.0,540.0
160,Cliente 161_16,16,39.0,540.0
161,Cliente 162_16,16,40.0,540.0
162,Cliente 163_16,16,40.0,540.0
163,Cliente 164_16,16,40.0,540.0
164,Cliente 165_16,16,40.0,540.0
165,Cliente 166_16,16,40.0,540.0
166,Cliente 167_16,16,40.0,540.0
167,Cliente 168_16,16,41.0,540.0
168,Cliente 169_16,16,41.0,540.0
169,Cliente 170_16,16,41.0,540.0
170,Cliente 171_16,16,41.0,540.0
171,Cliente 172_16,16,41.0,540.0
172,Cliente 173_16,16,41.0,540.0
173,Cliente 174_16,16,42.0,540.0
174,Cliente 175_16,16,42.0,540.0
175,Cliente 176_16,16,42.0,540.0
176,Cliente 177_16,16,43.0,540.0
177,Cliente 178_16,16,43.0,540.0
178,Cliente 179_16,16,43.0,540.0
179,Cliente 180_16,16,44.0,540.0
180,Cliente 181_16,16,44.0,540.0
181,Cliente 182_16,16,44.0,540.0
182,Cliente 183_16,16,45.0,540.0
183,Cliente 184_16,16,45.0,540.0
184,Cliente 185_16,16,45.0,540.0
185,Cliente 186_16,16,45.0,540.0
186,Cliente 187_16,16,45.0,540.0
187,Cliente 188_16,16,45.0,540.0
188,Cliente 189_16,16,46.0,540.0
189,Cliente 190_16,16,47.0,540.0
190,Cliente 191_16,16,47.0,540.0
191,Cliente 192_16,16,49.0,540.0
192,Cliente 193_16,16,49.0,540.0
193,Cliente 194_16,16,49.0,540.0
194,Cliente 195_16,16,49.0,540.0
195,Cliente 196_16,16,49.0,540.0
196,Cliente 197_16,16,49.0,540.0
197,Cliente 198_16,16,50.0,540.0
198,Cliente 199_16,16,50.0,540.0
199,Cliente 200_16,16,50.0,540.0
200,Cliente 201_16,16,50.0,540.0
201,Cliente 202_16,16,50.0,540.0
202,Cliente 203_16,16,50.0,540.0
203,Cliente 204_16,16,50.0,540.0
204,Cliente 205_16,16,51.0,540.0
205,Cliente 206_16,16,51.0,540.0
206,Cliente 207_16,16,51.0,540.0
207,Cliente 208_16,16,51.0,540.0
208,Cliente 209_16,16,52.0,540.0
209,Cliente 210_16,16,52.0,540.0
210,Cliente 211_16,16,52.0,540.0
211,Cliente 212_16,16,52.0,540.0
212,Cliente 213_16,16,52.0,540.0
213,Cliente 214_16,16,52.0,540.0
214,Cliente 215_16,16,53.0,540.0
215,Cliente 216_16,16,53.0,540.0
216,Cliente 217_16,16,53.0,540.0
217,Cliente 218_16,16,54.0,540.0
218,Cliente 219_16,16,54.0,540.0
219,Cliente 220_16,16,54.0,540.0
220,Cliente 221_16,16,54.0,540.0
221,Cliente 222_16,16,54.0,540.0
222,Cliente 223_16,16,54.0,540.0
223,Cliente 224_16,16,54.0,540.0
224,Cliente 225_16,16,55.0,540.0
225,Cliente 226_16,16,55.0,540.0
226,Cliente 227_16,16,55.0,540.0
227,Cliente 228_16,16,55.0,540.0
228,Cliente 229_16,16,56.0,540.0
229,Cliente 230_16,16,56.0,540.0
230,Cliente 231_16,16,56.0,540.0
231,Cliente 232_16,16,57.0,540.0
232,Cliente 233_16,16,57.0,540.0
233,Cliente 234_16,16,57.0,540.0
234,Cliente 235_16,16,59.0,540.0
235,Cliente 236_16,16,59.0,540.0
236,Cliente 237_16,16,59.0,540.0
237,Cliente 238_16,16,59.0,540.0
238,Cliente 239_16,16,59.0,540.0
239,Cliente 240_16,17,0.0,540.0
240,Cliente 241_16,17,0.0,540.0
241,Cliente 1_15,15,0.0,540.0
242,Cliente 2_15,15,0.0,540.0
243,Cliente 3_15,15,1.0,540.0
244,Cliente 4_15,15,2.0,540.0
245,Cliente 5_15,15,2.0,540.0
246,Cliente 6_15,15,2.0,540.0
247,Cliente 7_15,15,3.0,540.0
248,Cliente 8_15,15,3.0,540.0
249,Cliente 9_15,15,4.0,540.0
250,Cliente 10_15,15,5.0,540.0
